strategy,variant,timeframe,window_size_months,start_month,end_month,net_pnl,final_equity,n_trades,n_trades_used,liquidated,fail_strict,fail_meaningful
momentum_ma,bidirectional,4h,27,2022-10,2024-12,24457.1276,34457.13,357,357,False,False,False
momentum_ma,bidirectional,4h,27,2023-01,2025-03,17628.1807,27628.18,363,363,False,False,False
momentum_ma,bidirectional,4h,27,2023-04,2025-06,12671.3986,22671.4,363,363,False,False,False
momentum_ma,bidirectional,4h,27,2023-07,2025-09,7427.407,17427.41,358,358,False,False,False
momentum_ma,bidirectional,4h,27,2023-10,2025-12,7575.878,17575.88,358,358,False,False,False
momentum_ma,bidirectional,4h,27,2024-01,2026-03,6166.3509,16166.35,360,360,False,False,False
momentum_ma,bidirectional,4h,30,2021-01,2023-06,-4693.2181,5306.78,400,400,False,True,True
momentum_ma,bidirectional,4h,30,2021-04,2023-09,-542.0083,9457.99,405,405,False,True,True
momentum_ma,bidirectional,4h,30,2021-07,2023-12,1055.9739,11055.97,410,410,False,False,False
momentum_ma,bidirectional,4h,30,2021-10,2024-03,7572.3286,17572.33,413,413,False,False,False
momentum_ma,bidirectional,4h,30,2022-01,2024-06,22977.2947,32977.29,401,401,False,False,False
momentum_ma,bidirectional,4h,30,2022-04,2024-09,21031.7967,31031.8,407,407,False,False,False
momentum_ma,bidirectional,4h,30,2022-07,2024-12,23481.6318,33481.63,400,400,False,False,False
momentum_ma,bidirectional,4h,30,2022-10,2025-03,19366.8423,29366.84,402,402,False,False,False
momentum_ma,bidirectional,4h,30,2023-01,2025-06,18496.0058,28496.01,400,400,False,False,False
momentum_ma,bidirectional,4h,30,2023-04,2025-09,7785.6017,17785.6,402,402,False,False,False
momentum_ma,bidirectional,4h,30,2023-07,2025-12,7755.3063,17755.31,401,401,False,False,False
momentum_ma,bidirectional,4h,30,2023-10,2026-03,6948.0332,16948.03,400,400,False,False,False
momentum_ma,bidirectional,4h,33,2021-01,2023-09,-4882.3967,5117.6,443,443,False,True,True
momentum_ma,bidirectional,4h,33,2021-04,2023-12,446.8695,10446.87,445,445,False,False,False
momentum_ma,bidirectional,4h,33,2021-07,2024-03,5861.965,15861.97,449,449,False,False,False
momentum_ma,bidirectional,4h,33,2021-10,2024-06,9342.5211,19342.52,447,447,False,False,False
momentum_ma,bidirectional,4h,33,2022-01,2024-09,24266.2586,34266.26,446,446,False,False,False
momentum_ma,bidirectional,4h,33,2022-04,2024-12,34676.9283,44676.93,444,444,False,False,False
momentum_ma,bidirectional,4h,33,2022-07,2025-03,18535.4547,28535.45,445,445,False,False,False
momentum_ma,bidirectional,4h,33,2022-10,2025-06,20289.2803,30289.28,439,439,False,False,False
momentum_ma,bidirectional,4h,33,2023-01,2025-09,12354.9776,22354.98,439,439,False,False,False
momentum_ma,bidirectional,4h,33,2023-04,2025-12,8120.2405,18120.24,445,445,False,False,False
momentum_ma,bidirectional,4h,33,2023-07,2026-03,7121.052,17121.05,443,443,False,False,False
momentum_ma,bidirectional,4h,36,2021-01,2023-12,-4347.327,5652.67,483,483,False,True,True
momentum_ma,bidirectional,4h,36,2021-04,2024-03,4988.0853,14988.09,484,484,False,False,False
momentum_ma,bidirectional,4h,36,2021-07,2024-06,7459.8598,17459.86,483,483,False,False,False
momentum_ma,bidirectional,4h,36,2021-10,2024-09,10098.5507,20098.55,492,492,False,False,False
momentum_ma,bidirectional,4h,36,2022-01,2024-12,39333.63,49333.63,483,483,False,False,False
momentum_ma,bidirectional,4h,36,2022-04,2025-03,28076.8914,38076.89,489,489,False,False,False
momentum_ma,bidirectional,4h,36,2022-07,2025-06,19431.778,29431.78,482,482,False,False,False
momentum_ma,bidirectional,4h,36,2022-10,2025-09,13761.7927,23761.79,478,478,False,False,False
momentum_ma,bidirectional,4h,36,2023-01,2025-12,12775.59,22775.59,482,482,False,False,False
momentum_ma,bidirectional,4h,36,2023-04,2026-03,7472.95,17472.95,487,487,False,False,False
momentum_ma,bidirectional,4h,39,2021-01,2024-03,-1890.1308,8109.87,522,522,False,True,True
momentum_ma,bidirectional,4h,39,2021-04,2024-06,6497.9476,16497.95,518,518,False,False,False
momentum_ma,bidirectional,4h,39,2021-07,2024-09,8142.3029,18142.3,528,528,False,False,False
momentum_ma,bidirectional,4h,39,2021-10,2024-12,18936.1753,28936.18,529,529,False,False,False
momentum_ma,bidirectional,4h,39,2022-01,2025-03,32045.6676,42045.67,528,528,False,False,False
momentum_ma,bidirectional,4h,39,2022-04,2025-06,29272.9196,39272.92,526,526,False,False,False
momentum_ma,bidirectional,4h,39,2022-07,2025-09,13089.0863,23089.09,521,521,False,False,False
momentum_ma,bidirectional,4h,39,2022-10,2025-12,14208.8745,24208.87,521,521,False,False,False
momentum_ma,bidirectional,4h,39,2023-01,2026-03,11962.0013,21962.0,524,524,False,False,False
momentum_ma,bidirectional,4h,42,2021-01,2024-06,-1073.1628,8926.84,556,556,False,True,True
momentum_ma,bidirectional,4h,42,2021-04,2024-09,7142.793,17142.79,563,563,False,False,False
momentum_ma,bidirectional,4h,42,2021-07,2024-12,16119.737,26119.74,565,565,False,False,False
momentum_ma,bidirectional,4h,42,2021-10,2025-03,14661.4897,24661.49,574,574,False,False,False
momentum_ma,bidirectional,4h,42,2022-01,2025-06,33366.3584,43366.36,565,565,False,False,False
momentum_ma,bidirectional,4h,42,2022-04,2025-09,20809.4139,30809.41,565,565,False,False,False
momentum_ma,bidirectional,4h,42,2022-07,2025-12,13523.5111,23523.51,564,564,False,False,False
momentum_ma,bidirectional,4h,42,2022-10,2026-03,13344.0861,23344.09,563,563,False,False,False
momentum_ma,bidirectional,4h,45,2021-01,2024-09,-724.2449,9275.76,601,601,False,True,True
momentum_ma,bidirectional,4h,45,2021-04,2024-12,14680.728,24680.73,600,600,False,False,False
momentum_ma,bidirectional,4h,45,2021-07,2025-03,12261.1184,22261.12,610,610,False,False,False
momentum_ma,bidirectional,4h,45,2021-10,2025-06,15436.1284,25436.13,611,611,False,False,False
momentum_ma,bidirectional,4h,45,2022-01,2025-09,24020.6967,34020.7,604,604,False,False,False
momentum_ma,bidirectional,4h,45,2022-04,2025-12,21389.0978,31389.1,608,608,False,False,False
momentum_ma,bidirectional,4h,45,2022-07,2026-03,12683.2052,22683.21,606,606,False,False,False
momentum_ma,bidirectional,4h,48,2021-01,2024-12,3354.4393,13354.44,638,638,False,False,False
momentum_ma,bidirectional,4h,48,2021-04,2025-03,11034.6914,21034.69,645,645,False,False,False
momentum_ma,bidirectional,4h,48,2021-07,2025-06,12960.3594,22960.36,647,647,False,False,False
momentum_ma,bidirectional,4h,48,2021-10,2025-09,9954.5187,19954.52,650,650,False,False,False
momentum_ma,bidirectional,4h,48,2022-01,2025-12,24660.8014,34660.8,647,647,False,False,False
momentum_ma,bidirectional,4h,48,2022-04,2026-03,20267.8178,30267.82,650,650,False,False,False
momentum_ma,bidirectional,4h,51,2021-01,2025-03,1381.6136,11381.61,683,683,False,False,False
momentum_ma,bidirectional,4h,51,2021-04,2025-06,11695.4093,21695.41,682,682,False,False,False
momentum_ma,bidirectional,4h,51,2021-07,2025-09,8012.29,18012.29,686,686,False,False,False
momentum_ma,bidirectional,4h,51,2021-10,2025-12,10329.9661,20329.97,693,693,False,False,False
momentum_ma,bidirectional,4h,51,2022-01,2026-03,23422.6497,33422.65,689,689,False,False,False
momentum_ma,bidirectional,4h,54,2021-01,2025-06,1739.12,11739.12,720,720,False,False,False
momentum_ma,bidirectional,4h,54,2021-04,2025-09,7019.9428,17019.94,721,721,False,False,False
momentum_ma,bidirectional,4h,54,2021-07,2025-12,8351.194,18351.19,729,729,False,False,False
momentum_ma,bidirectional,4h,54,2021-10,2026-03,9603.7399,19603.74,735,735,False,False,False
momentum_ma,bidirectional,4h,57,2021-01,2025-09,-790.7176,9209.28,759,759,False,True,True
momentum_ma,bidirectional,4h,57,2021-04,2025-12,7340.1757,17340.18,764,764,False,False,False
momentum_ma,bidirectional,4h,57,2021-07,2026-03,7695.6534,17695.65,771,771,False,False,False
momentum_ma,bidirectional,4h,60,2021-01,2025-12,-617.4435,9382.56,802,802,False,True,True
momentum_ma,bidirectional,4h,60,2021-04,2026-03,6720.7506,16720.75,806,806,False,False,False
momentum_ma,bidirectional,4h,63,2021-01,2026-03,-952.6068,9047.39,844,844,False,True,True
momentum_ma,bidirectional,1D,3,2021-01,2021-03,-4670.8788,5329.12,9,9,False,True,True
momentum_ma,bidirectional,1D,3,2021-04,2021-06,5025.0234,15025.02,2,2,False,False,False
momentum_ma,bidirectional,1D,3,2021-07,2021-09,-1504.8646,8495.14,6,6,False,True,True
momentum_ma,bidirectional,1D,3,2021-10,2021-12,720.8706,10720.87,6,6,False,False,False
momentum_ma,bidirectional,1D,3,2022-01,2022-03,-3873.1875,6126.81,4,4,False,True,True
momentum_ma,bidirectional,1D,3,2022-04,2022-06,6551.4928,16551.49,3,3,False,False,False
momentum_ma,bidirectional,1D,3,2022-07,2022-09,-296.4235,9703.58,2,2,False,True,True
momentum_ma,bidirectional,1D,3,2022-10,2022-12,-538.0936,9461.91,2,2,False,True,True
momentum_ma,bidirectional,1D,3,2023-01,2023-03,-2490.8715,7509.13,7,7,False,True,True
momentum_ma,bidirectional,1D,3,2023-04,2023-06,-1085.5674,8914.43,3,3,False,True,True
momentum_ma,bidirectional,1D,3,2023-07,2023-09,1144.9928,11144.99,1,1,False,False,False
momentum_ma,bidirectional,1D,3,2023-10,2023-12,-1588.9363,8411.06,6,6,False,True,True
momentum_ma,bidirectional,1D,3,2024-01,2024-03,3623.0131,13623.01,7,7,False,False,False
momentum_ma,bidirectional,1D,3,2024-04,2024-06,1219.3484,11219.35,5,5,False,False,False
momentum_ma,bidirectional,1D,3,2024-07,2024-09,-874.8855,9125.11,4,4,False,True,True
momentum_ma,bidirectional,1D,3,2024-10,2024-12,-800.3996,9199.6,8,8,False,True,True
momentum_ma,bidirectional,1D,3,2025-01,2025-03,720.1072,10720.11,3,3,False,False,False
momentum_ma,bidirectional,1D,3,2025-04,2025-06,1902.7095,11902.71,4,4,False,False,False
momentum_ma,bidirectional,1D,3,2025-07,2025-09,433.8828,10433.88,5,5,False,False,False
momentum_ma,bidirectional,1D,3,2025-10,2025-12,408.1569,10408.16,5,5,False,False,False
momentum_ma,bidirectional,1D,3,2026-01,2026-03,2686.4568,12686.46,6,6,False,False,False
momentum_ma,bidirectional,1D,6,2021-01,2021-06,-3289.6567,6710.34,12,12,False,True,True
momentum_ma,bidirectional,1D,6,2021-04,2021-09,4698.0529,14698.05,9,9,False,False,False
momentum_ma,bidirectional,1D,6,2021-07,2021-12,-2696.1748,7303.83,13,13,False,True,True
momentum_ma,bidirectional,1D,6,2021-10,2022-03,-2121.5833,7878.42,11,11,False,True,True
momentum_ma,bidirectional,1D,6,2022-01,2022-06,-616.2139,9383.79,8,8,False,True,True
momentum_ma,bidirectional,1D,6,2022-04,2022-09,8040.5153,18040.52,6,6,False,False,False
momentum_ma,bidirectional,1D,6,2022-07,2022-12,751.2911,10751.29,5,5,False,False,False
momentum_ma,bidirectional,1D,6,2022-10,2023-03,-3467.7611,6532.24,10,10,False,True,True
momentum_ma,bidirectional,1D,6,2023-01,2023-06,-3263.2092,6736.79,11,11,False,True,True
momentum_ma,bidirectional,1D,6,2023-04,2023-09,-192.9655,9807.03,5,5,False,True,True
momentum_ma,bidirectional,1D,6,2023-07,2023-12,-1648.1369,8351.86,8,8,False,True,True
momentum_ma,bidirectional,1D,6,2023-10,2024-03,330.5928,10330.59,14,14,False,False,False
momentum_ma,bidirectional,1D,6,2024-01,2024-06,4431.2398,14431.24,13,13,False,False,False
momentum_ma,bidirectional,1D,6,2024-04,2024-09,-376.5174,9623.48,10,10,False,True,True
momentum_ma,bidirectional,1D,6,2024-07,2024-12,-1567.2359,8432.76,13,13,False,True,True
momentum_ma,bidirectional,1D,6,2024-10,2025-03,-399.4621,9600.54,12,12,False,True,True
momentum_ma,bidirectional,1D,6,2025-01,2025-06,2142.7335,12142.73,8,8,False,False,False
momentum_ma,bidirectional,1D,6,2025-04,2025-09,1863.8495,11863.85,10,10,False,False,False
momentum_ma,bidirectional,1D,6,2025-07,2025-12,-55.4337,9944.57,11,11,False,True,False
momentum_ma,bidirectional,1D,6,2025-10,2026-03,2674.848,12674.85,12,12,False,False,False
momentum_ma,bidirectional,1D,9,2021-01,2021-09,-3435.6854,6564.31,19,19,False,True,True
momentum_ma,bidirectional,1D,9,2021-04,2021-12,2636.8802,12636.88,16,16,False,False,False
momentum_ma,bidirectional,1D,9,2021-07,2022-03,-4632.6581,5367.34,18,18,False,True,True
momentum_ma,bidirectional,1D,9,2021-10,2022-06,2066.5317,12066.53,15,15,False,False,False
momentum_ma,bidirectional,1D,9,2022-01,2022-09,227.98,10227.98,11,11,False,False,False
momentum_ma,bidirectional,1D,9,2022-04,2022-12,9988.386,19988.39,9,9,False,False,False
momentum_ma,bidirectional,1D,9,2022-07,2023-03,-2577.6054,7422.39,13,13,False,True,True
momentum_ma,bidirectional,1D,9,2022-10,2023-06,-4139.6226,5860.38,14,14,False,True,True
momentum_ma,bidirectional,1D,9,2023-01,2023-09,-2588.6546,7411.35,13,13,False,True,True
momentum_ma,bidirectional,1D,9,2023-04,2023-12,-2650.7795,7349.22,12,12,False,True,True
momentum_ma,bidirectional,1D,9,2023-07,2024-03,257.8817,10257.88,16,16,False,False,False
momentum_ma,bidirectional,1D,9,2023-10,2024-06,943.4867,10943.49,20,20,False,False,False
momentum_ma,bidirectional,1D,9,2024-01,2024-09,2378.5073,12378.51,18,18,False,False,False
momentum_ma,bidirectional,1D,9,2024-04,2024-12,-1106.6806,8893.32,19,19,False,True,True
momentum_ma,bidirectional,1D,9,2024-07,2025-03,-1199.7188,8800.28,17,17,False,True,True
momentum_ma,bidirectional,1D,9,2024-10,2025-06,874.5902,10874.59,17,17,False,False,False
momentum_ma,bidirectional,1D,9,2025-01,2025-09,2103.0899,12103.09,14,14,False,False,False
momentum_ma,bidirectional,1D,9,2025-04,2025-12,1307.472,11307.47,16,16,False,False,False
momentum_ma,bidirectional,1D,9,2025-07,2026-03,2110.2964,12110.3,18,18,False,False,False
momentum_ma,bidirectional,1D,12,2021-01,2021-12,-4356.2281,5643.77,26,26,False,True,True
momentum_ma,bidirectional,1D,12,2021-04,2022-03,-713.5706,9286.43,21,21,False,True,True
momentum_ma,bidirectional,1D,12,2021-07,2022-06,-1779.4141,8220.59,22,22,False,True,True
momentum_ma,bidirectional,1D,12,2021-10,2022-09,3152.0736,13152.07,18,18,False,False,False
momentum_ma,bidirectional,1D,12,2022-01,2022-12,1332.3155,11332.32,14,14,False,False,False
momentum_ma,bidirectional,1D,12,2022-04,2023-03,3799.4298,13799.43,17,17,False,False,False
momentum_ma,bidirectional,1D,12,2022-07,2023-06,-3341.0223,6658.98,17,17,False,True,True
momentum_ma,bidirectional,1D,12,2022-10,2023-09,-3552.8232,6447.18,16,16,False,True,True
momentum_ma,bidirectional,1D,12,2023-01,2023-12,-4446.0671,5553.93,20,20,False,True,True
momentum_ma,bidirectional,1D,12,2023-04,2024-03,-973.5787,9026.42,20,20,False,True,True
momentum_ma,bidirectional,1D,12,2023-07,2024-06,866.4618,10866.46,22,22,False,False,False
momentum_ma,bidirectional,1D,12,2023-10,2024-09,-613.1399,9386.86,25,25,False,True,True
momentum_ma,bidirectional,1D,12,2024-01,2024-12,1439.3119,11439.31,27,27,False,False,False
momentum_ma,bidirectional,1D,12,2024-04,2025-03,-719.0915,9280.91,23,23,False,True,True
momentum_ma,bidirectional,1D,12,2024-07,2025-06,-31.8657,9968.13,22,22,False,True,False
momentum_ma,bidirectional,1D,12,2024-10,2025-09,839.0868,10839.09,23,23,False,False,False
momentum_ma,bidirectional,1D,12,2025-01,2025-12,1535.4928,11535.49,20,20,False,False,False
momentum_ma,bidirectional,1D,12,2025-04,2026-03,3770.0161,13770.02,23,23,False,False,False
momentum_ma,bidirectional,1D,15,2021-01,2022-03,-5852.5769,4147.42,31,31,False,True,True
momentum_ma,bidirectional,1D,15,2021-04,2022-06,4223.0349,14223.03,25,25,False,False,False
momentum_ma,bidirectional,1D,15,2021-07,2022-09,-1039.8652,8960.13,25,25,False,True,True
momentum_ma,bidirectional,1D,15,2021-10,2022-12,4572.1293,14572.13,21,21,False,False,False
momentum_ma,bidirectional,1D,15,2022-01,2023-03,-2176.4822,7823.52,22,22,False,True,True
momentum_ma,bidirectional,1D,15,2022-04,2023-06,2380.1147,12380.11,21,21,False,False,False
momentum_ma,bidirectional,1D,15,2022-07,2023-09,-2674.2591,7325.74,19,19,False,True,True
momentum_ma,bidirectional,1D,15,2022-10,2023-12,-5168.5982,4831.4,23,23,False,True,True
momentum_ma,bidirectional,1D,15,2023-01,2024-03,-3178.5775,6821.42,28,28,False,True,True
momentum_ma,bidirectional,1D,15,2023-04,2024-06,-438.0588,9561.94,26,26,False,True,True
momentum_ma,bidirectional,1D,15,2023-07,2024-09,-679.2086,9320.79,27,27,False,True,True
momentum_ma,bidirectional,1D,15,2023-10,2024-12,-1325.3498,8674.65,34,34,False,True,True
momentum_ma,bidirectional,1D,15,2024-01,2025-03,1937.8605,11937.86,31,31,False,False,False
momentum_ma,bidirectional,1D,15,2024-04,2025-06,512.5439,10512.54,28,28,False,False,False
momentum_ma,bidirectional,1D,15,2024-07,2025-09,-64.4097,9935.59,28,28,False,True,False
momentum_ma,bidirectional,1D,15,2024-10,2025-12,330.7675,10330.77,29,29,False,False,False
momentum_ma,bidirectional,1D,15,2025-01,2026-03,4047.6953,14047.7,27,27,False,False,False
momentum_ma,bidirectional,1D,18,2021-01,2022-06,-3647.8337,6352.17,35,35,False,True,True
momentum_ma,bidirectional,1D,18,2021-04,2022-09,5502.5823,15502.58,28,28,False,False,False
momentum_ma,bidirectional,1D,18,2021-07,2022-12,-72.4214,9927.58,28,28,False,True,False
momentum_ma,bidirectional,1D,18,2021-10,2023-03,60.1958,10060.2,29,29,False,False,False
momentum_ma,bidirectional,1D,18,2022-01,2023-06,-2981.1558,7018.84,26,26,False,True,True
momentum_ma,bidirectional,1D,18,2022-04,2023-09,3619.7351,13619.74,23,23,False,False,False
momentum_ma,bidirectional,1D,18,2022-07,2023-12,-4510.2176,5489.78,26,26,False,True,True
momentum_ma,bidirectional,1D,18,2022-10,2024-03,-4066.0009,5934.0,31,31,False,True,True
momentum_ma,bidirectional,1D,18,2023-01,2024-06,-2773.8758,7226.12,34,34,False,True,True
momentum_ma,bidirectional,1D,18,2023-04,2024-09,-1798.1712,8201.83,31,31,False,True,True
momentum_ma,bidirectional,1D,18,2023-07,2024-12,-1386.4056,8613.59,36,36,False,True,True
momentum_ma,bidirectional,1D,18,2023-10,2025-03,-947.2908,9052.71,38,38,False,True,True
momentum_ma,bidirectional,1D,18,2024-01,2025-06,3522.0904,13522.09,36,36,False,False,False
momentum_ma,bidirectional,1D,18,2024-04,2025-09,478.2225,10478.22,34,34,False,False,False
momentum_ma,bidirectional,1D,18,2024-07,2025-12,-530.3578,9469.64,34,34,False,True,True
momentum_ma,bidirectional,1D,18,2024-10,2026-03,2580.6046,12580.6,36,36,False,False,False
momentum_ma,bidirectional,1D,21,2021-01,2022-09,-3076.3735,6923.63,38,38,False,True,True
momentum_ma,bidirectional,1D,21,2021-04,2022-12,7176.4272,17176.43,31,31,False,False,False
momentum_ma,bidirectional,1D,21,2021-07,2023-03,-3146.2738,6853.73,36,36,False,True,True
momentum_ma,bidirectional,1D,21,2021-10,2023-06,-974.5273,9025.47,33,33,False,True,True
momentum_ma,bidirectional,1D,21,2022-01,2023-09,-2278.3592,7721.64,28,28,False,True,True
momentum_ma,bidirectional,1D,21,2022-04,2023-12,206.3918,10206.39,30,30,False,False,False
momentum_ma,bidirectional,1D,21,2022-07,2024-03,-3257.3681,6742.63,34,34,False,True,True
momentum_ma,bidirectional,1D,21,2022-10,2024-06,-3713.9483,6286.05,37,37,False,True,True
momentum_ma,bidirectional,1D,21,2023-01,2024-09,-3801.7362,6198.26,39,39,False,True,True
momentum_ma,bidirectional,1D,21,2023-04,2024-12,-2420.4691,7579.53,40,40,False,True,True
momentum_ma,bidirectional,1D,21,2023-07,2025-03,-1011.0076,8988.99,40,40,False,True,True
momentum_ma,bidirectional,1D,21,2023-10,2025-06,254.0612,10254.06,43,43,False,False,False
momentum_ma,bidirectional,1D,21,2024-01,2025-09,3477.9434,13477.94,42,42,False,False,False
momentum_ma,bidirectional,1D,21,2024-04,2025-12,-13.1734,9986.83,40,40,False,True,False
momentum_ma,bidirectional,1D,21,2024-07,2026-03,1531.9433,11531.94,41,41,False,False,False
momentum_ma,bidirectional,1D,24,2021-01,2022-12,-2328.8157,7671.18,41,41,False,True,True
momentum_ma,bidirectional,1D,24,2021-04,2023-03,1858.1312,11858.13,39,39,False,False,False
momentum_ma,bidirectional,1D,24,2021-07,2023-06,-3851.2013,6148.8,40,40,False,True,True
momentum_ma,bidirectional,1D,24,2021-10,2023-09,-70.807,9929.19,35,35,False,True,False
momentum_ma,bidirectional,1D,24,2022-01,2023-12,-4213.5372,5786.46,35,35,False,True,True
momentum_ma,bidirectional,1D,24,2022-04,2024-03,2535.6413,12535.64,38,38,False,False,False
momentum_ma,bidirectional,1D,24,2022-07,2024-06,-2857.3409,7142.66,40,40,False,True,True
momentum_ma,bidirectional,1D,24,2022-10,2024-09,-4608.0907,5391.91,42,42,False,True,True
momentum_ma,bidirectional,1D,24,2023-01,2024-12,-4272.0175,5727.98,48,48,False,True,True
momentum_ma,bidirectional,1D,24,2023-04,2025-03,-2090.1377,7909.86,44,44,False,True,True
momentum_ma,bidirectional,1D,24,2023-07,2025-06,181.8888,10181.89,45,45,False,False,False
momentum_ma,bidirectional,1D,24,2023-10,2025-09,220.5837,10220.58,49,49,False,False,False
momentum_ma,bidirectional,1D,24,2024-01,2025-12,2845.87,12845.87,48,48,False,False,False
momentum_ma,bidirectional,1D,24,2024-04,2026-03,2161.7603,12161.76,47,47,False,False,False
momentum_ma,bidirectional,1D,27,2021-01,2023-03,-4704.0261,5295.97,49,49,False,True,True
momentum_ma,bidirectional,1D,27,2021-04,2023-06,638.4847,10638.48,43,43,False,False,False
momentum_ma,bidirectional,1D,27,2021-07,2023-09,-3235.5223,6764.48,42,42,False,True,True
momentum_ma,bidirectional,1D,27,2021-10,2023-12,-2559.2361,7440.76,42,42,False,True,True
momentum_ma,bidirectional,1D,27,2022-01,2024-03,-2892.9808,7107.02,43,43,False,True,True
momentum_ma,bidirectional,1D,27,2022-04,2024-06,3279.3564,13279.36,44,44,False,False,False
momentum_ma,bidirectional,1D,27,2022-07,2024-09,-3873.3291,6126.67,45,45,False,True,True
momentum_ma,bidirectional,1D,27,2022-10,2024-12,-5017.1914,4982.81,51,51,False,True,True
momentum_ma,bidirectional,1D,27,2023-01,2025-03,-4022.3803,5977.62,52,52,False,True,True
momentum_ma,bidirectional,1D,27,2023-04,2025-06,-1040.4487,8959.55,49,49,False,True,True
momentum_ma,bidirectional,1D,27,2023-07,2025-09,148.6469,10148.65,51,51,False,False,False
momentum_ma,bidirectional,1D,27,2023-10,2025-12,-258.7297,9741.27,55,55,False,True,True
momentum_ma,bidirectional,1D,27,2024-01,2026-03,5643.4468,15643.45,55,55,False,False,False
momentum_ma,bidirectional,1D,30,2021-01,2023-06,-5248.7339,4751.27,53,53,False,True,True
momentum_ma,bidirectional,1D,30,2021-04,2023-09,1703.7158,11703.72,45,45,False,False,False
momentum_ma,bidirectional,1D,30,2021-07,2023-12,-4930.8185,5069.18,49,49,False,True,True
momentum_ma,bidirectional,1D,30,2021-10,2024-03,-861.1437,9138.86,50,50,False,True,True
momentum_ma,bidirectional,1D,30,2022-01,2024-06,-2471.3352,7528.66,49,49,False,True,True
momentum_ma,bidirectional,1D,30,2022-04,2024-09,1390.4704,11390.47,49,49,False,False,False
momentum_ma,bidirectional,1D,30,2022-07,2024-12,-4338.1784,5661.82,54,54,False,True,True
momentum_ma,bidirectional,1D,30,2022-10,2025-03,-4800.0304,5199.97,55,55,False,True,True
momentum_ma,bidirectional,1D,30,2023-01,2025-06,-3229.1123,6770.89,57,57,False,True,True
momentum_ma,bidirectional,1D,30,2023-04,2025-09,-1069.6999,8930.3,55,55,False,True,True
momentum_ma,bidirectional,1D,30,2023-07,2025-12,-327.2929,9672.71,57,57,False,True,True
momentum_ma,bidirectional,1D,30,2023-10,2026-03,1862.7266,11862.73,62,62,False,False,False
momentum_ma,bidirectional,1D,33,2021-01,2023-09,-4772.9897,5227.01,55,55,False,True,True
momentum_ma,bidirectional,1D,33,2021-04,2023-12,-1229.4396,8770.56,52,52,False,True,True
momentum_ma,bidirectional,1D,33,2021-07,2024-03,-3773.9563,6226.04,57,57,False,True,True
momentum_ma,bidirectional,1D,33,2021-10,2024-06,-318.9532,9681.05,56,56,False,True,True
momentum_ma,bidirectional,1D,33,2022-01,2024-09,-3542.2297,6457.77,54,54,False,True,True
momentum_ma,bidirectional,1D,33,2022-04,2024-12,526.2404,10526.24,58,58,False,False,False
momentum_ma,bidirectional,1D,33,2022-07,2025-03,-4091.4246,5908.58,58,58,False,True,True
momentum_ma,bidirectional,1D,33,2022-10,2025-06,-4109.9614,5890.04,60,60,False,True,True
momentum_ma,bidirectional,1D,33,2023-01,2025-09,-3251.2179,6748.78,63,63,False,True,True
momentum_ma,bidirectional,1D,33,2023-04,2025-12,-1488.5031,8511.5,61,61,False,True,True
momentum_ma,bidirectional,1D,33,2023-07,2026-03,1779.2317,11779.23,64,64,False,False,False
momentum_ma,bidirectional,1D,36,2021-01,2023-12,-6082.9697,3917.03,62,62,False,True,True
momentum_ma,bidirectional,1D,36,2021-04,2024-03,772.1319,10772.13,60,60,False,False,False
momentum_ma,bidirectional,1D,36,2021-07,2024-06,-3404.5773,6595.42,63,63,False,True,True
momentum_ma,bidirectional,1D,36,2021-10,2024-09,-1696.0074,8303.99,61,61,False,True,True
momentum_ma,bidirectional,1D,36,2022-01,2024-12,-4032.2006,5967.8,63,63,False,True,True
momentum_ma,bidirectional,1D,36,2022-04,2025-03,984.9955,10985.0,62,62,False,False,False
momentum_ma,bidirectional,1D,36,2022-07,2025-06,-3307.3192,6692.68,63,63,False,True,True
momentum_ma,bidirectional,1D,36,2022-10,2025-09,-4129.1912,5870.81,66,66,False,True,True
momentum_ma,bidirectional,1D,36,2023-01,2025-12,-3567.7147,6432.29,69,69,False,True,True
momentum_ma,bidirectional,1D,36,2023-04,2026-03,365.1329,10365.13,68,68,False,False,False
momentum_ma,bidirectional,1D,39,2021-01,2024-03,-5189.0455,4810.95,70,70,False,True,True
momentum_ma,bidirectional,1D,39,2021-04,2024-06,1411.2215,11411.22,66,66,False,False,False
momentum_ma,bidirectional,1D,39,2021-07,2024-09,-4342.7253,5657.27,68,68,False,True,True
momentum_ma,bidirectional,1D,39,2021-10,2024-12,-2326.0569,7673.94,70,70,False,True,True
momentum_ma,bidirectional,1D,39,2022-01,2025-03,-3772.1117,6227.89,67,67,False,True,True
momentum_ma,bidirectional,1D,39,2022-04,2025-06,2442.7742,12442.77,67,67,False,False,False
momentum_ma,bidirectional,1D,39,2022-07,2025-09,-3329.1695,6670.83,69,69,False,True,True
momentum_ma,bidirectional,1D,39,2022-10,2025-12,-4404.5138,5595.49,72,72,False,True,True
momentum_ma,bidirectional,1D,39,2023-01,2026-03,-2166.89,7833.11,76,76,False,True,True
momentum_ma,bidirectional,1D,42,2021-01,2024-06,-4903.621,5096.38,76,76,False,True,True
momentum_ma,bidirectional,1D,42,2021-04,2024-09,-211.9367,9788.06,71,71,False,True,True
momentum_ma,bidirectional,1D,42,2021-07,2024-12,-4771.9601,5228.04,77,77,False,True,True
momentum_ma,bidirectional,1D,42,2021-10,2025-03,-1991.6107,8008.39,74,74,False,True,True
